time,ip,an,cat,cmt,by,user
1742440682,185.91.127.81,,0,2054,3,0
1742440724,165.22.60.26,,0,2054,3,0
1742440763,180.233.212.47,,0,2054,3,0
1742440816,134.209.173.54,,0,2054,3,0
1742440821,172.69.136.161,,0,10,0,0
1742440851,54.240.6.56,,0,2054,6,0
1742440867,66.228.56.189,,0,23,6,0
1742440868,31.171.130.5,,0,940,0,0
1742440878,167.94.138.146,,0,2054,3,0
1742440881,139.162.121.238,,0,23,6,0
1742440887,178.137.82.174,,0,2054,3,0
1742440944,176.110.103.114,,0,2054,3,0
1742440958,150.107.36.236,,0,2054,3,0
1742440976,31.171.130.36,,0,10,0,0
1742440986,139.162.121.226,,0,23,6,0
1742440987,185.224.128.17,,0,2054,3,0
1742440988,185.91.127.81,,0,2054,3,0
1742440991,123.252.174.205,,0,2054,3,0
1742440997,31.171.130.14,,0,116,0,0
1742440999,31.171.130.3,,0,10,0,0
1742441009,198.235.24.242,,0,2054,3,0
1742441011,195.184.76.115,,0,2054,3,0
1742441016,195.184.76.131,,0,2054,3,0
1742441031,31.171.130.18,,0,369,0,0
1742441035,180.253.69.78,,0,2054,3,0
1742441053,66.132.148.40,,0,2054,6,0
1742441070,31.171.130.34,,0,8,0,0
1742441071,134.209.173.54,,0,2054,3,0
1742441076,65.49.20.96,,0,2054,3,0
1742441094,52.17.117.56,,1,7449,0,0
1742441100,156.248.89.32,,1,78,0,0
1742441106,172.68.10.42,,0,10,0,0
1742441115,31.171.130.15,,0,92,0,0
1742441118,185.240.102.120,,0,2054,3,0
1742441120,18.190.163.148,,0,2054,3,0
1742441121,204.188.228.161,,1,24,0,0
1742441135,204.76.203.70,,0,2054,6,0
1742441138,185.242.177.19,,1,16,0,0
1742441139,173.249.1.105,,0,2054,3,0
1742441149,198.235.24.204,,0,2054,3,0
1742441149,91.242.127.119,,1,78,0,0
1742441155,91.240.27.129,,0,2054,3,0
1742441158,193.163.125.99,,0,2054,3,0
1742441158,149.202.132.202,,0,2054,3,0
1742441160,185.220.101.77,,0,56,0,0
1742441176,31.171.130.11,,0,10,0,0
1742441179,129.82.138.31,,0,2054,3,0
1742441182,66.228.53.233,,0,23,6,0
1742441186,185.242.226.44,,0,2054,3,0
1742441190,139.162.215.114,,0,23,6,0
1742441191,177.53.116.27,,0,2054,3,0
1742441196,177.69.11.241,,0,2054,3,0
1742441196,34.196.237.253,,1,118,0,0
1742441205,198.235.24.203,,0,2054,3,0
1742441224,167.94.146.37,,0,2054,6,0
1742441230,18.117.57.162,,0,2054,3,0
1742441243,139.162.215.114,,0,23,6,0
1742441245,31.171.130.34,,0,923,0,0
1742441247,117.235.249.174,,0,2054,3,0
1742441253,147.185.133.143,,0,2054,3,0
1742441254,147.185.132.131,,0,2054,3,0
1742441263,139.162.121.226,,0,23,6,0
1742441264,194.195.253.111,,0,23,6,0
1742441264,66.228.56.189,,0,23,6,0
1742441264,31.171.130.14,,0,369,0,0
1742441264,168.119.178.203,,0,23,6,0
1742441265,152.32.141.9,,0,2054,3,0
1742441267,195.184.76.73,,0,2054,3,0
1742441268,162.142.125.236,,0,2054,3,0
1742441271,31.171.130.13,,0,8,0,0
1742441272,31.171.130.32,,0,369,0,0
1742441279,91.107.221.68,,0,23,6,0
1742441281,95.214.55.186,,0,2054,3,0
1742441288,82.207.2.14,,0,2054,3,0
1742441289,104.28.202.78,,0,10,0,0
1742441290,165.154.134.156,,0,2054,3,0
1742441290,193.70.37.1,,0,10,0,0
1742441293,113.187.47.43,,0,2054,3,0
1742441297,20.64.106.169,,0,2054,6,0
1742441302,66.228.53.233,,0,23,6,0
1742441304,31.171.130.13,,0,369,0,0
1742441306,31.171.130.19,,0,92,0,0
1742441313,78.153.140.147,,0,10,0,0
1742441318,4.236.190.194,,0,2054,3,0
1742441325,170.39.218.36,,0,10,0,0
1742441327,64.226.104.15,,1,261,0,0
1742441328,31.171.130.27,,0,369,0,0
1742441330,124.156.120.22,,1,215,0,0
1742441332,139.162.121.226,,0,23,6,0
1742441332,172.104.181.25,,0,23,6,0
1742441336,31.171.130.7,,0,10,0,0
1742441338,31.171.130.33,,0,940,0,0
1742441340,20.168.6.210,,0,2054,3,0
1742441342,172.68.10.69,,0,10,0,0
1742441343,167.94.146.37,,0,2054,6,0
1742441343,195.34.206.77,,0,2054,3,0
1742441355,185.242.226.7,,1,23,6,0
1742441361,20.221.68.98,,0,2054,6,0
1742441361,185.73.23.133,,0,2054,3,0
1742441362,139.162.215.113,,0,23,6,0
1742441367,31.171.130.26,,0,10,0,0
1742441370,173.249.1.105,,0,2054,3,0
1742441373,152.70.254.41,,0,2054,3,0
1742441374,199.45.154.190,,0,2054,3,0
1742441376,147.185.133.61,,0,2054,3,0
1742441376,195.184.76.81,,0,2054,3,0
